Season,TEAM_ID,TEAM_NAME,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG_PCT,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG_PCT,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG_PCT,Left Corner 3_FGM,Left Corner 3_FGA,Left Corner 3_FG_PCT,Right Corner 3_FGM,Right Corner 3_FGA,Right Corner 3_FG_PCT,Above the Break 3_FGM,Above the Break 3_FGA,Above the Break 3_FG_PCT,Backcourt_FGM,Backcourt_FGA,Backcourt_FG_PCT
2010-11,1610612744,Golden State Warriors,1389,2216,0.627,358,1026,0.349,819,2056,0.398,133,305,0.436,93,226,0.412,458,1199,0.382,1,19,0.053
2010-11,1610612745,Houston Rockets,1296,2117,0.612,465,1214,0.383,732,1801,0.406,93,230,0.404,84,208,0.404,499,1388,0.36,0,15,0
2010-11,1610612754,Indiana Pacers,1199,1997,0.6,378,1012,0.374,841,2125,0.396,77,188,0.41,60,162,0.37,448,1291,0.347,0,11,0
2010-11,1610612746,Los Angeles Clippers,1544,2453,0.629,323,905,0.357,635,1716,0.37,64,180,0.356,68,230,0.296,378,1088,0.347,0,18,0
2010-11,1610612747,Los Angeles Lakers,1325,2079,0.637,501,1204,0.416,778,1987,0.392,78,227,0.344,103,213,0.484,340,1023,0.332,1,22,0.045
2010-11,1610612763,Memphis Grizzlies,1516,2414,0.628,591,1447,0.408,784,2014,0.389,49,123,0.398,48,132,0.364,212,646,0.328,0,25,0
2010-11,1610612748,Miami Heat,1208,1792,0.674,349,835,0.418,927,2194,0.423,117,255,0.459,98,242,0.405,330,970,0.34,1,11,0.091
2010-11,1610612749,Milwaukee Bucks,1094,1939,0.564,369,975,0.378,867,2215,0.391,83,209,0.397,89,229,0.389,312,965,0.323,0,11,0
2010-11,1610612750,Minnesota Timberwolves,1162,1979,0.587,501,1333,0.376,838,2135,0.393,81,176,0.46,69,151,0.457,438,1213,0.361,1,27,0.037
2010-11,1610612751,New Jersey Nets,1090,1869,0.583,508,1220,0.416,861,2212,0.389,72,209,0.344,57,157,0.363,329,953,0.345,1,18,0.056
2010-11,1610612740,New Orleans Hornets,1069,1745,0.613,472,1180,0.4,959,2259,0.425,69,198,0.348,80,206,0.388,293,815,0.36,2,13,0.154
2010-11,1610612752,New York Knicks,1321,2115,0.625,354,927,0.382,700,1743,0.402,143,324,0.441,101,254,0.398,521,1490,0.35,0,12,0
2010-11,1610612760,Oklahoma City Thunder,1395,2139,0.652,356,962,0.37,828,2103,0.394,54,142,0.38,46,133,0.346,387,1119,0.346,0,11,0
2010-11,1610612753,Orlando Magic,1192,1854,0.643,335,845,0.396,659,1609,0.41,109,285,0.382,88,245,0.359,572,1553,0.368,1,18,0.056
2010-11,1610612755,Philadelphia 76ers,1256,1975,0.636,439,1156,0.38,987,2396,0.412,73,166,0.44,55,151,0.364,315,916,0.344,0,15,0
2010-11,1610612756,Phoenix Suns,1290,1939,0.665,425,1048,0.406,803,2000,0.402,81,212,0.382,121,288,0.42,499,1342,0.372,0,15,0
2010-11,1610612757,Portland Trail Blazers,1304,2105,0.619,360,942,0.382,769,2048,0.375,99,238,0.416,93,254,0.366,325,988,0.329,0,23,0
2010-11,1610612758,Sacramento Kings,1423,2275,0.625,425,1189,0.357,858,2238,0.383,70,168,0.417,83,206,0.403,273,877,0.311,1,24,0.042
2010-11,1610612759,San Antonio Spurs,1258,1989,0.632,478,1134,0.422,727,1778,0.409,125,327,0.382,150,330,0.455,410,1061,0.386,0,7,0
2010-11,1610612761,Toronto Raptors,1461,2418,0.604,390,926,0.421,948,2320,0.409,42,142,0.296,45,116,0.388,258,821,0.314,0,12,0
2010-11,1610612762,Utah Jazz,1379,2209,0.624,400,1032,0.388,849,2091,0.406,44,116,0.379,46,128,0.359,345,998,0.346,1,16,0.063
2010-11,1610612764,Washington Wizards,1316,2175,0.605,389,1037,0.375,950,2493,0.381,74,218,0.339,55,144,0.382,264,811,0.326,0,10,0
